"Year","County","Commodity","Crop","ACRES HARVESTED","PRODUCTION, MEASURED IN BU","YIELD, MEASURED IN BU / ACRE"
"1950","MAHNOMEN","SOYBEANS","SOYBEANS","600","6,000","10"
"1950","MAHNOMEN","WHEAT","WHEAT","8,570","161,750","18.9"
"1950","MAHNOMEN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","8,300","157,700","19"
"1950","MAHNOMEN","WHEAT","WHEAT, SPRING, DURUM","160","2,400","15"
"1950","MAHNOMEN","WHEAT","WHEAT, WINTER","110","1,650","15"
"1950","MARSHALL","BARLEY","BARLEY","81,100","2,189,700","27"
"1950","MARSHALL","CORN","CORN, GRAIN","11,400","228,000","20"
"1950","MARSHALL","FLAXSEED","FLAXSEED","44,200","309,400","7"
"1950","MARSHALL","HAY","HAY","85,800","N/A","N/A"
"1950","MARSHALL","OATS","OATS","65,400","2,027,400","31"
"1950","MARSHALL","RYE","RYE","1,800","25,200","14"
"1950","MARSHALL","WHEAT","WHEAT","94,340","1,668,600","17.7"
"1950","MARSHALL","WHEAT","WHEAT, SPRING, (EXCL DURUM)","88,300","1,589,400","18"
"1950","MARSHALL","WHEAT","WHEAT, SPRING, DURUM","5,700","74,100","13"
"1950","MARSHALL","WHEAT","WHEAT, WINTER","340","5,100","15"
"1950","MARTIN","BARLEY","BARLEY","6,000","198,000","33"
"1950","MARTIN","CORN","CORN, GRAIN","149,500","6,578,000","44"
"1950","MARTIN","FLAXSEED","FLAXSEED","11,300","146,900","13"
"1950","MARTIN","HAY","HAY","27,000","N/A","N/A"
"1950","MARTIN","OATS","OATS","110,100","5,394,900","49"
"1950","MARTIN","RYE","RYE","400","10,000","25"
"1950","MARTIN","SOYBEANS","SOYBEANS","42,800","898,800","21"
"1950","MARTIN","WHEAT","WHEAT","470","10,940","23.3"
"1950","MARTIN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","220","4,840","22"
"1950","MARTIN","WHEAT","WHEAT, SPRING, DURUM","30","600","20"
"1950","MARTIN","WHEAT","WHEAT, WINTER","220","5,500","25"
"1950","MCLEOD","BARLEY","BARLEY","6,000","204,000","34"
"1950","MCLEOD","CORN","CORN, GRAIN","69,500","3,127,500","45"
"1950","MCLEOD","FLAXSEED","FLAXSEED","6,300","94,500","15"
"1950","MCLEOD","HAY","HAY","48,000","N/A","N/A"
"1950","MCLEOD","OATS","OATS","64,600","2,842,400","44"
"1950","MCLEOD","RYE","RYE","900","20,700","23"
"1950","MCLEOD","SOYBEANS","SOYBEANS","6,600","99,000","15"
"1950","MCLEOD","WHEAT","WHEAT","5,400","122,900","22.8"
"1950","MCLEOD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,800","56,000","20"
"1950","MCLEOD","WHEAT","WHEAT, SPRING, DURUM","100","1,900","19"
"1950","MCLEOD","WHEAT","WHEAT, WINTER","2,500","65,000","26"
"1950","MEEKER","BARLEY","BARLEY","19,400","679,000","35"
"1950","MEEKER","CORN","CORN, GRAIN","82,500","3,382,500","41"
"1950","MEEKER","FLAXSEED","FLAXSEED","5,300","79,500","15"
"1950","MEEKER","HAY","HAY","51,400","N/A","N/A"
"1950","MEEKER","OATS","OATS","75,900","2,884,200","38"
"1950","MEEKER","RYE","RYE","1,900","41,800","22"
"1950","MEEKER","SOYBEANS","SOYBEANS","8,500","110,500","13"
"1950","MEEKER","WHEAT","WHEAT","5,240","103,040","19.7"
"1950","MEEKER","WHEAT","WHEAT, SPRING, (EXCL DURUM)","3,800","72,200","19"
"1950","MEEKER","WHEAT","WHEAT, SPRING, DURUM","140","2,240","16"
"1950","MEEKER","WHEAT","WHEAT, WINTER","1,300","28,600","22"
"1950","MILLE LACS","BARLEY","BARLEY","600","19,200","32"
"1950","MILLE LACS","CORN","CORN, GRAIN","20,100","361,800","18"
"1950","MILLE LACS","FLAXSEED","FLAXSEED","450","4,500","10"
"1950","MILLE LACS","HAY","HAY","32,000","N/A","N/A"
"1950","MILLE LACS","OATS","OATS","22,400","672,000","30"
"1950","MILLE LACS","RYE","RYE","1,400","21,000","15"
"1950","MILLE LACS","SOYBEANS","SOYBEANS","400","2,400","6"
"1950","MILLE LACS","WHEAT","WHEAT","510","6,960","13.6"
"1950","MILLE LACS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","140","1,120","8"
"1950","MILLE LACS","WHEAT","WHEAT, SPRING, DURUM","20","240","12"
"1950","MILLE LACS","WHEAT","WHEAT, WINTER","350","5,600","16"
"1950","MORRISON","BARLEY","BARLEY","1,900","30,400","16"
"1950","MORRISON","CORN","CORN, GRAIN","51,200","768,000","15"
"1950","MORRISON","FLAXSEED","FLAXSEED","1,000","6,000","6"
"1950","MORRISON","HAY","HAY","93,900","N/A","N/A"
"1950","MORRISON","OATS","OATS","69,900","1,188,300","17"
"1950","MORRISON","RYE","RYE","9,900","108,900","11"
"1950","MORRISON","SOYBEANS","SOYBEANS","700","3,500","5"
"1950","MORRISON","WHEAT","WHEAT","2,260","21,070","9.3"
"1950","MORRISON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,800","14,400","8"
"1950","MORRISON","WHEAT","WHEAT, SPRING, DURUM","30","270","9"
"1950","MORRISON","WHEAT","WHEAT, WINTER","430","6,400","14.9"
"1950","MURRAY","BARLEY","BARLEY","22,500","787,500","35"
"1950","MURRAY","CORN","CORN, GRAIN","132,000","5,412,000","41"
"1950","MURRAY","FLAXSEED","FLAXSEED","30,200","392,600","13"
"1950","MURRAY","HAY","HAY","29,600","N/A","N/A"
"1950","MURRAY","OATS","OATS","95,900","4,315,500","45"
"1950","MURRAY","RYE","RYE","500","7,500","15"
"1950","MURRAY","SOYBEANS","SOYBEANS","23,900","382,400","16"
"1950","MURRAY","WHEAT","WHEAT","420","6,800","16.2"
"1950","MURRAY","WHEAT","WHEAT, SPRING, (EXCL DURUM)","340","5,400","15.9"
"1950","MURRAY","WHEAT","WHEAT, SPRING, DURUM","40","600","15"
"1950","MURRAY","WHEAT","WHEAT, WINTER","40","800","20"
"1950","NICOLLET","BARLEY","BARLEY","8,600","309,600","36"
"1950","NICOLLET","CORN","CORN, GRAIN","64,900","3,180,100","49"
"1950","NICOLLET","FLAXSEED","FLAXSEED","7,300","94,900","13"
"1950","NICOLLET","HAY","HAY","28,300","N/A","N/A"
"1950","NICOLLET","OATS","OATS","49,900","2,295,400","46"
"1950","NICOLLET","RYE","RYE","1,300","32,500","25"
"1950","NICOLLET","SOYBEANS","SOYBEANS","22,200","377,400","17"
"1950","NICOLLET","WHEAT","WHEAT","2,920","65,540","22.4"
"1950","NICOLLET","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,400","32,200","23"
"1950","NICOLLET","WHEAT","WHEAT, SPRING, DURUM","20","340","17"
"1950","NICOLLET","WHEAT","WHEAT, WINTER","1,500","33,000","22"
"1950","NOBLES","BARLEY","BARLEY","7,600","288,800","38"
"1950","NOBLES","CORN","CORN, GRAIN","143,100","5,437,800","38"
"1950","NOBLES","FLAXSEED","FLAXSEED","29,300","410,200","14"
"1950","NOBLES","HAY","HAY","30,900","N/A","N/A"
"1950","NOBLES","OATS","OATS","116,900","4,792,900","41"
"1950","NOBLES","RYE","RYE","180","2,880","16"
"1950","NOBLES","SOYBEANS","SOYBEANS","27,200","435,200","16"
"1950","NOBLES","WHEAT","WHEAT","150","2,550","17"
"1950","NOBLES","WHEAT","WHEAT, SPRING, (EXCL DURUM)","90","1,350","15"
"1950","NOBLES","WHEAT","WHEAT, SPRING, DURUM","30","540","18"
"1950","NOBLES","WHEAT","WHEAT, WINTER","30","660","22"
"1950","NORMAN","BARLEY","BARLEY","51,500","1,648,000","32"
"1950","NORMAN","CORN","CORN, GRAIN","36,300","907,500","25"
"1950","NORMAN","FLAXSEED","FLAXSEED","29,900","358,800","12"
"1950","NORMAN","HAY","HAY","45,200","N/A","N/A"
"1950","NORMAN","OATS","OATS","96,200","3,174,600","33"
"1950","NORMAN","RYE","RYE","3,400","40,800","12"
"1950","NORMAN","SOYBEANS","SOYBEANS","3,600","36,000","10"
"1950","NORMAN","WHEAT","WHEAT","47,590","790,100","16.6"
"1950","NORMAN","WHEAT","WHEAT, SPRING, (EXCL DURUM)","43,500","739,500","17"
"1950","NORMAN","WHEAT","WHEAT, SPRING, DURUM","3,700","44,400","12"
"1950","NORMAN","WHEAT","WHEAT, WINTER","390","6,200","15.9"
"1950","OTTER TAIL","BARLEY","BARLEY","40,400","1,171,600","29"
"1950","OTTER TAIL","CORN","CORN, GRAIN","126,100","3,783,000","30"
"1950","OTTER TAIL","FLAXSEED","FLAXSEED","16,300","163,000","10"
"1950","OTTER TAIL","HAY","HAY","167,700","N/A","N/A"
"1950","OTTER TAIL","OATS","OATS","196,600","5,308,200","27"
"1950","OTTER TAIL","RYE","RYE","5,600","72,800","13"
"1950","OTTER TAIL","SOYBEANS","SOYBEANS","400","3,600","9"
"1950","OTTER TAIL","WHEAT","WHEAT","43,480","652,600","15"
"1950","OTTER TAIL","WHEAT","WHEAT, SPRING, (EXCL DURUM)","42,000","630,000","15"
"1950","OTTER TAIL","WHEAT","WHEAT, SPRING, DURUM","1,100","16,500","15"
"1950","OTTER TAIL","WHEAT","WHEAT, WINTER","380","6,100","16.1"
"1950","PENNINGTON","BARLEY","BARLEY","9,200","211,600","23"
"1950","PENNINGTON","CORN","CORN, GRAIN","7,000","140,000","20"
"1950","PENNINGTON","FLAXSEED","FLAXSEED","27,700","221,600","8"
"1950","PENNINGTON","HAY","HAY","54,800","N/A","N/A"
"1950","PENNINGTON","OATS","OATS","41,900","1,298,900","31"
"1950","PENNINGTON","RYE","RYE","1,200","14,400","12"
"1950","PENNINGTON","WHEAT","WHEAT","4,800","75,680","15.8"
"1950","PENNINGTON","WHEAT","WHEAT, SPRING, (EXCL DURUM)","4,400","70,400","16"
"1950","PENNINGTON","WHEAT","WHEAT, SPRING, DURUM","320","3,840","12"
"1950","PENNINGTON","WHEAT","WHEAT, WINTER","80","1,440","18"
"1950","PINE","BARLEY","BARLEY","450","9,400","20.9"
"1950","PINE","CORN","CORN, GRAIN","23,700","474,000","20"
"1950","PINE","FLAXSEED","FLAXSEED","490","4,410","9"
"1950","PINE","HAY","HAY","69,400","N/A","N/A"
"1950","PINE","OATS","OATS","26,800","750,400","28"
"1950","PINE","RYE","RYE","900","9,000","10"
"1950","PINE","SOYBEANS","SOYBEANS","600","3,600","6"
"1950","PINE","WHEAT","WHEAT","290","2,920","10.1"
"1950","PINE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","100","1,000","10"
"1950","PINE","WHEAT","WHEAT, SPRING, DURUM","10","120","12"
"1950","PINE","WHEAT","WHEAT, WINTER","180","1,800","10"
"1950","PIPESTONE","BARLEY","BARLEY","12,500","375,000","30"
"1950","PIPESTONE","CORN","CORN, GRAIN","91,400","2,285,000","25"
"1950","PIPESTONE","FLAXSEED","FLAXSEED","12,800","166,400","13"
"1950","PIPESTONE","HAY","HAY","25,700","N/A","N/A"
"1950","PIPESTONE","OATS","OATS","74,600","2,461,800","33"
"1950","PIPESTONE","RYE","RYE","180","2,880","16"
"1950","PIPESTONE","SOYBEANS","SOYBEANS","5,700","51,300","9"
"1950","PIPESTONE","WHEAT","WHEAT","270","4,120","15.3"
"1950","PIPESTONE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","130","1,950","15"
"1950","PIPESTONE","WHEAT","WHEAT, SPRING, DURUM","70","1,050","15"
"1950","PIPESTONE","WHEAT","WHEAT, WINTER","70","1,120","16"
"1950","POLK","BARLEY","BARLEY","131,600","3,948,000","30"
"1950","POLK","CORN","CORN, GRAIN","31,200","936,000","30"
"1950","POLK","FLAXSEED","FLAXSEED","54,100","432,800","8"
"1950","POLK","HAY","HAY","117,600","N/A","N/A"
"1950","POLK","OATS","OATS","121,600","4,012,800","33"
"1950","POLK","RYE","RYE","1,500","18,000","12"
"1950","POLK","SOYBEANS","SOYBEANS","300","2,400","8"
"1950","POLK","WHEAT","WHEAT","147,300","2,442,300","16.6"
"1950","POLK","WHEAT","WHEAT, SPRING, (EXCL DURUM)","125,900","2,266,200","18"
"1950","POLK","WHEAT","WHEAT, SPRING, DURUM","20,700","165,600","8"
"1950","POLK","WHEAT","WHEAT, WINTER","700","10,500","15"
"1950","POPE","BARLEY","BARLEY","18,900","491,400","26"
"1950","POPE","CORN","CORN, GRAIN","61,000","2,013,000","33"
"1950","POPE","FLAXSEED","FLAXSEED","21,300","213,000","10"
"1950","POPE","HAY","HAY","50,500","N/A","N/A"
"1950","POPE","OATS","OATS","80,800","2,100,800","26"
"1950","POPE","RYE","RYE","1,100","13,200","12"
"1950","POPE","SOYBEANS","SOYBEANS","5,200","41,600","8"
"1950","POPE","WHEAT","WHEAT","14,490","202,460","14"
"1950","POPE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","14,100","197,400","14"
"1950","POPE","WHEAT","WHEAT, SPRING, DURUM","190","2,660","14"
"1950","POPE","WHEAT","WHEAT, WINTER","200","2,400","12"
"1950","RAMSEY","BARLEY","BARLEY","40","960","24"
"1950","RAMSEY","CORN","CORN, GRAIN","2,500","75,000","30"
"1950","RAMSEY","HAY","HAY","4,500","N/A","N/A"
"1950","RAMSEY","OATS","OATS","1,900","53,200","28"
"1950","RAMSEY","RYE","RYE","240","3,600","15"
"1950","RAMSEY","SOYBEANS","SOYBEANS","100","800","8"
"1950","RAMSEY","WHEAT","WHEAT","50","660","13.2"
"1950","RAMSEY","WHEAT","WHEAT, SPRING, (EXCL DURUM)","30","300","10"
"1950","RAMSEY","WHEAT","WHEAT, WINTER","20","360","18"
"1950","RED LAKE","BARLEY","BARLEY","7,600","205,200","27"
"1950","RED LAKE","CORN","CORN, GRAIN","10,400","228,800","22"
"1950","RED LAKE","FLAXSEED","FLAXSEED","14,200","99,400","7"
"1950","RED LAKE","HAY","HAY","38,300","N/A","N/A"
"1950","RED LAKE","OATS","OATS","41,900","1,215,100","29"
"1950","RED LAKE","RYE","RYE","380","4,940","13"
"1950","RED LAKE","WHEAT","WHEAT","8,630","154,050","17.9"
"1950","RED LAKE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","7,600","136,800","18"
"1950","RED LAKE","WHEAT","WHEAT, SPRING, DURUM","900","15,300","17"
"1950","RED LAKE","WHEAT","WHEAT, WINTER","130","1,950","15"
"1950","REDWOOD","BARLEY","BARLEY","35,100","982,800","28"
"1950","REDWOOD","CORN","CORN, GRAIN","166,200","7,479,000","45"
"1950","REDWOOD","FLAXSEED","FLAXSEED","53,200","585,200","11"
"1950","REDWOOD","HAY","HAY","25,600","N/A","N/A"
"1950","REDWOOD","OATS","OATS","108,200","4,436,200","41"
"1950","REDWOOD","RYE","RYE","1,100","20,900","19"
"1950","REDWOOD","SOYBEANS","SOYBEANS","40,900","613,500","15"
"1950","REDWOOD","WHEAT","WHEAT","5,420","107,760","19.9"
"1950","REDWOOD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","5,100","102,000","20"
"1950","REDWOOD","WHEAT","WHEAT, SPRING, DURUM","60","1,080","18"
"1950","REDWOOD","WHEAT","WHEAT, WINTER","260","4,680","18"
"1950","RENVILLE","BARLEY","BARLEY","38,300","1,225,600","32"
"1950","RENVILLE","CORN","CORN, GRAIN","165,000","6,270,000","38"
"1950","RENVILLE","FLAXSEED","FLAXSEED","38,000","532,000","14"
"1950","RENVILLE","HAY","HAY","43,000","N/A","N/A"
"1950","RENVILLE","OATS","OATS","104,100","4,164,000","40"
"1950","RENVILLE","RYE","RYE","1,900","38,000","20"
"1950","RENVILLE","SOYBEANS","SOYBEANS","75,500","1,132,500","15"
"1950","RENVILLE","WHEAT","WHEAT","6,700","120,600","18"
"1950","RENVILLE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","5,600","100,800","18"
"1950","RENVILLE","WHEAT","WHEAT, SPRING, DURUM","100","1,800","18"
"1950","RENVILLE","WHEAT","WHEAT, WINTER","1,000","18,000","18"
"1950","RICE","BARLEY","BARLEY","5,900","212,400","36"
"1950","RICE","CORN","CORN, GRAIN","60,000","3,000,000","50"
"1950","RICE","FLAXSEED","FLAXSEED","2,400","36,000","15"
"1950","RICE","HAY","HAY","40,200","N/A","N/A"
"1950","RICE","OATS","OATS","62,300","2,678,900","43"
"1950","RICE","RYE","RYE","500","10,500","21"
"1950","RICE","SOYBEANS","SOYBEANS","4,500","81,000","18"
"1950","RICE","WHEAT","WHEAT","3,260","72,080","22.1"
"1950","RICE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,200","44,000","20"
"1950","RICE","WHEAT","WHEAT, SPRING, DURUM","60","1,080","18"
"1950","RICE","WHEAT","WHEAT, WINTER","1,000","27,000","27"
"1950","ROCK","BARLEY","BARLEY","5,400","162,000","30"
"1950","ROCK","CORN","CORN, GRAIN","98,300","3,243,900","33"
"1950","ROCK","FLAXSEED","FLAXSEED","9,100","109,200","12"
"1950","ROCK","HAY","HAY","27,900","N/A","N/A"
"1950","ROCK","OATS","OATS","84,400","3,038,400","36"
"1950","ROCK","RYE","RYE","100","1,500","15"
"1950","ROCK","SOYBEANS","SOYBEANS","8,000","88,000","11"
"1950","ROCK","WHEAT","WHEAT","370","5,720","15.5"
"1950","ROCK","WHEAT","WHEAT, SPRING, (EXCL DURUM)","320","4,800","15"
"1950","ROCK","WHEAT","WHEAT, SPRING, DURUM","40","720","18"
"1950","ROCK","WHEAT","WHEAT, WINTER","10","200","20"
"1950","ROSEAU","BARLEY","BARLEY","39,500","948,000","24"
"1950","ROSEAU","CORN","CORN, GRAIN","3,100","46,500","15"
"1950","ROSEAU","FLAXSEED","FLAXSEED","66,500","532,000","8"
"1950","ROSEAU","HAY","HAY","72,500","N/A","N/A"
"1950","ROSEAU","OATS","OATS","40,300","1,209,000","30"
"1950","ROSEAU","RYE","RYE","3,200","41,600","13"
"1950","ROSEAU","WHEAT","WHEAT","14,680","262,700","17.9"
"1950","ROSEAU","WHEAT","WHEAT, SPRING, (EXCL DURUM)","5,300","84,800","16"
"1950","ROSEAU","WHEAT","WHEAT, SPRING, DURUM","80","1,200","15"
"1950","ROSEAU","WHEAT","WHEAT, WINTER","9,300","176,700","19"
"1950","SCOTT","BARLEY","BARLEY","2,300","71,300","31"
"1950","SCOTT","CORN","CORN, GRAIN","40,600","1,827,000","45"
"1950","SCOTT","FLAXSEED","FLAXSEED","700","9,800","14"
"1950","SCOTT","HAY","HAY","30,000","N/A","N/A"
"1950","SCOTT","OATS","OATS","37,000","1,850,000","50"
"1950","SCOTT","RYE","RYE","1,000","18,000","18"
"1950","SCOTT","SOYBEANS","SOYBEANS","1,500","24,000","16"
"1950","SCOTT","WHEAT","WHEAT","3,610","88,650","24.6"
"1950","SCOTT","WHEAT","WHEAT, SPRING, (EXCL DURUM)","1,700","39,100","23"
"1950","SCOTT","WHEAT","WHEAT, SPRING, DURUM","10","150","15"
"1950","SCOTT","WHEAT","WHEAT, WINTER","1,900","49,400","26"
"1950","SHERBURNE","BARLEY","BARLEY","290","7,000","24.1"
"1950","SHERBURNE","CORN","CORN, GRAIN","33,000","495,000","15"
"1950","SHERBURNE","FLAXSEED","FLAXSEED","110","880","8"
"1950","SHERBURNE","HAY","HAY","27,400","N/A","N/A"
"1950","SHERBURNE","OATS","OATS","18,000","252,000","14"
"1950","SHERBURNE","RYE","RYE","21,500","258,000","12"
"1950","SHERBURNE","SOYBEANS","SOYBEANS","7,200","36,000","5"
"1950","SHERBURNE","WHEAT","WHEAT","1,210","13,710","11.3"
"1950","SHERBURNE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","700","4,900","7"
"1950","SHERBURNE","WHEAT","WHEAT, SPRING, DURUM","90","810","9"
"1950","SHERBURNE","WHEAT","WHEAT, WINTER","420","8,000","19"
"1950","SIBLEY","BARLEY","BARLEY","12,700","431,800","34"
"1950","SIBLEY","CORN","CORN, GRAIN","85,800","3,861,000","45"
"1950","SIBLEY","FLAXSEED","FLAXSEED","8,900","142,400","16"
"1950","SIBLEY","HAY","HAY","44,900","N/A","N/A"
"1950","SIBLEY","OATS","OATS","67,900","3,259,200","48"
"1950","SIBLEY","RYE","RYE","900","17,100","19"
"1950","SIBLEY","SOYBEANS","SOYBEANS","23,600","401,200","17"
"1950","SIBLEY","WHEAT","WHEAT","5,950","131,250","22.1"
"1950","SIBLEY","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,800","56,000","20"
"1950","SIBLEY","WHEAT","WHEAT, SPRING, DURUM","50","850","17"
"1950","SIBLEY","WHEAT","WHEAT, WINTER","3,100","74,400","24"
"1950","ST. LOUIS","BARLEY","BARLEY","700","18,900","27"
"1950","ST. LOUIS","CORN","CORN, GRAIN","300","6,000","20"
"1950","ST. LOUIS","FLAXSEED","FLAXSEED","740","7,000","9.5"
"1950","ST. LOUIS","HAY","HAY","91,400","N/A","N/A"
"1950","ST. LOUIS","OATS","OATS","8,810","326,000","37"
"1950","ST. LOUIS","RYE","RYE","60","1,320","22"
"1950","ST. LOUIS","WHEAT","WHEAT","390","6,180","15.8"
"1950","ST. LOUIS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","280","4,480","16"
"1950","ST. LOUIS","WHEAT","WHEAT, SPRING, DURUM","10","200","20"
"1950","ST. LOUIS","WHEAT","WHEAT, WINTER","100","1,500","15"
"1950","STEARNS","BARLEY","BARLEY","19,100","553,900","29"
"1950","STEARNS","CORN","CORN, GRAIN","120,000","3,360,000","28"
"1950","STEARNS","FLAXSEED","FLAXSEED","10,400","124,800","12"
"1950","STEARNS","HAY","HAY","130,700","N/A","N/A"
"1950","STEARNS","OATS","OATS","175,800","5,801,400","33"
"1950","STEARNS","RYE","RYE","7,700","115,500","15"
"1950","STEARNS","SOYBEANS","SOYBEANS","1,100","8,800","8"
"1950","STEARNS","WHEAT","WHEAT","9,790","149,360","15.3"
"1950","STEARNS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","8,700","130,500","15"
"1950","STEARNS","WHEAT","WHEAT, SPRING, DURUM","190","2,660","14"
"1950","STEARNS","WHEAT","WHEAT, WINTER","900","16,200","18"
"1950","STEELE","BARLEY","BARLEY","4,300","133,300","31"
"1950","STEELE","CORN","CORN, GRAIN","65,200","3,194,800","49"
"1950","STEELE","FLAXSEED","FLAXSEED","1,700","23,800","14"
"1950","STEELE","HAY","HAY","37,600","N/A","N/A"
"1950","STEELE","OATS","OATS","60,800","2,492,800","41"
"1950","STEELE","RYE","RYE","230","4,830","21"
"1950","STEELE","SOYBEANS","SOYBEANS","10,800","194,400","18"
"1950","STEELE","WHEAT","WHEAT","1,310","28,640","21.9"
"1950","STEELE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","800","15,200","19"
"1950","STEELE","WHEAT","WHEAT, SPRING, DURUM","80","1,440","18"
"1950","STEELE","WHEAT","WHEAT, WINTER","430","12,000","27.9"
"1950","STEVENS","BARLEY","BARLEY","32,500","910,000","28"
"1950","STEVENS","CORN","CORN, GRAIN","76,200","2,133,600","28"
"1950","STEVENS","FLAXSEED","FLAXSEED","18,500","240,500","13"
"1950","STEVENS","HAY","HAY","25,400","N/A","N/A"
"1950","STEVENS","OATS","OATS","77,500","2,247,500","29"
"1950","STEVENS","RYE","RYE","1,200","14,400","12"
"1950","STEVENS","SOYBEANS","SOYBEANS","12,500","162,500","13"
"1950","STEVENS","WHEAT","WHEAT","18,500","291,000","15.7"
"1950","STEVENS","WHEAT","WHEAT, SPRING, (EXCL DURUM)","17,100","273,600","16"
"1950","STEVENS","WHEAT","WHEAT, SPRING, DURUM","300","4,200","14"
"1950","STEVENS","WHEAT","WHEAT, WINTER","1,100","13,200","12"
"1950","SWIFT","BARLEY","BARLEY","22,600","678,000","30"
"1950","SWIFT","CORN","CORN, GRAIN","102,000","3,060,000","30"
"1950","SWIFT","FLAXSEED","FLAXSEED","25,400","266,700","10.5"
"1950","SWIFT","HAY","HAY","39,900","N/A","N/A"
"1950","SWIFT","OATS","OATS","99,000","3,267,000","33"
"1950","SWIFT","RYE","RYE","2,500","30,000","12"
"1950","SWIFT","SOYBEANS","SOYBEANS","33,000","363,000","11"
"1950","SWIFT","WHEAT","WHEAT","11,240","156,350","13.9"
"1950","SWIFT","WHEAT","WHEAT, SPRING, (EXCL DURUM)","10,900","152,600","14"
"1950","SWIFT","WHEAT","WHEAT, SPRING, DURUM","70","1,050","15"
"1950","SWIFT","WHEAT","WHEAT, WINTER","270","2,700","10"
"1950","TODD","BARLEY","BARLEY","1,400","35,000","25"
"1950","TODD","CORN","CORN, GRAIN","69,500","1,946,000","28"
"1950","TODD","FLAXSEED","FLAXSEED","1,400","12,600","9"
"1950","TODD","HAY","HAY","82,600","N/A","N/A"
"1950","TODD","OATS","OATS","79,200","2,296,800","29"
"1950","TODD","RYE","RYE","1,700","25,500","15"
"1950","TODD","SOYBEANS","SOYBEANS","400","3,200","8"
"1950","TODD","WHEAT","WHEAT","2,930","35,080","12"
"1950","TODD","WHEAT","WHEAT, SPRING, (EXCL DURUM)","2,500","30,000","12"
"1950","TODD","WHEAT","WHEAT, SPRING, DURUM","170","1,700","10"
"1950","TODD","WHEAT","WHEAT, WINTER","260","3,380","13"
"1950","TRAVERSE","BARLEY","BARLEY","16,300","456,400","28"
"1950","TRAVERSE","CORN","CORN, GRAIN","61,700","1,851,000","30"
"1950","TRAVERSE","FLAXSEED","FLAXSEED","53,100","637,200","12"
"1950","TRAVERSE","HAY","HAY","20,900","N/A","N/A"
"1950","TRAVERSE","OATS","OATS","71,500","1,930,500","27"
"1950","TRAVERSE","RYE","RYE","2,100","27,300","13"
"1950","TRAVERSE","SOYBEANS","SOYBEANS","15,800","158,000","10"
"1950","TRAVERSE","WHEAT","WHEAT","32,900","462,600","14.1"
"1950","TRAVERSE","WHEAT","WHEAT, SPRING, (EXCL DURUM)","28,800","403,200","14"
"1950","TRAVERSE","WHEAT","WHEAT, SPRING, DURUM","2,100","29,400","14"
"1950","TRAVERSE","WHEAT","WHEAT, WINTER","2,000","30,000","15"
"1950","WADENA","BARLEY","BARLEY","320","7,000","21.9"
"1950","WADENA","CORN","CORN, GRAIN","27,300","409,500","15"
"1950","WADENA","FLAXSEED","FLAXSEED","150","900","6"
"1950","WADENA","HAY","HAY","42,200","N/A","N/A"
"1950","WADENA","OATS","OATS","20,200","343,400","17"
"1950","WADENA","RYE","RYE","1,500","15,000","10"
"1950","WADENA","SOYBEANS","SOYBEANS","100","1,000","10"
"1950","WADENA","WHEAT","WHEAT","1,520","12,520","8.2"
